"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp","TotalPurchases","PurchaseFrequency","PreferredProductCategory","PreferredChannel","AvgSpendPerPurchase","HasChildren","IncomeSegment","CustomerTenure","CampaignAcceptanceRate","CustomerSegment","PropensityScore","EngagementIndex"
"PhD","Together",46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,65,2454,2,46,5,0.0611246943765281,"WineExp","StorePurc",9.2,1,"Medium",6.72328767123288,0.4,"3",0.372381702016903,31.2532453245325
"Graduation","Single",72354,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,27,2815,0,1228,19,0.202486678507993,"MeatExp","CatalogPurc",64.6315789473684,0,"High",7.71232876712329,0,"2",0.1036650619469,25.8277427742774
"PhD","Married",34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,72,2433,0,62,9,0.110974106041924,"MeatExp","StorePurc",6.88888888888889,1,"Low",6.66575342465753,0,"1",0.0269951136670449,16.8648264826483
"Graduation","Together",83033,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,34,2419,1,1761,26,0.322447292269533,"WineExp","WebPurc",67.7307692307692,1,"High",6.62739726027397,0.2,"2",0.115901170678342,37.5343734373437
"Master","Together",24401,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,41,3044,0,467,16,0.157687253613666,"MeatExp","WebPurc",29.1875,0,"Low",8.33972602739726,0,"1",0.0233635491866233,19.1737573757376
"Graduation","Married",77583,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,42,2516,1,1149,19,0.226550079491256,"MeatExp","StorePurc",60.4736842105263,0,"High",6.89315068493151,0.2,"2",0.0467640911277768,24.2828082808281
"2n Cycle","Single",74116,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,38,2558,1,2052,19,0.222830336200156,"WineExp","StorePurc",108,0,"High",7.00821917808219,0.2,"2",0.630136905623681,39.5160916091609
"PhD","Married",68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,44,2601,0,1416,21,0.242214532871972,"WineExp","CatalogPurc",67.4285714285714,1,"High",7.12602739726027,0,"2",0.227512760428177,42.5491749174918
"PhD","Together",79632,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,46,2459,0,1113,20,0.244001626677511,"MeatExp","StorePurc",55.65,0,"High",6.73698630136986,0,"2",0.0448265875978785,31.421902190219
"Graduation","Single",46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,31,2516,0,125,7,0.0834658187599364,"GoldExp","StorePurc",17.8571428571429,1,"Medium",6.89315068493151,0,"1",0.0386566193145387,11.4143414341434
"PhD","Single",64950,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,69,3063,1,966,25,0.244857982370225,"WineExp","WebPurc",38.64,1,"High",8.39178082191781,0.2,"2",0.507676022081483,43.4898689868987
"Basic","Married",25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,31,2931,0,32,5,0.0511770726714432,"SweetExp","StorePurc",6.4,1,"Low",8.03013698630137,0,"1",0.0194460338225176,13.9605360536054
"PhD","Together",32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,49,2412,0,46,8,0.099502487562189,"WineExp","WebPurc",5.75,1,"Low",6.60821917808219,0,"1",0.0161832875296382,16.2431443144314
"Graduation","Together",71796,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,49,2625,0,960,17,0.194285714285714,"WineExp","WebPurc",56.4705882352941,0,"High",7.19178082191781,0,"2",0.0327567143530555,28.4221422142214
"PhD","Married",67536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,50,2780,1,1829,30,0.323741007194245,"WineExp","WebPurc",60.9666666666667,1,"High",7.61643835616438,0.2,"2",0.409610944622656,50.3659165916592
"Graduation","Single",55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,49,2727,0,779,26,0.286028602860286,"WineExp","StorePurc",29.9615384615385,1,"Medium",7.47123287671233,0,"2",0.121993686872074,31.0692869286929
"PhD","Divorced",60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,45,2701,0,811,23,0.255460940392447,"WineExp","StorePurc",35.2608695652174,1,"Medium",7.4,0,"2",0.313385124210336,41.2621462146215
"2n Cycle","Single",64831,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,68,2761,0,1120,22,0.239043824701195,"WineExp","DealsPurc",50.9090909090909,1,"High",7.56438356164384,0,"2",0.153544863798855,34.5682568256826
"PhD","Together",56067,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,58,2721,0,725,20,0.220507166482911,"WineExp","WebPurc",36.25,1,"Medium",7.45479452054794,0,"2",0.0429208813710239,29.5304530453045
"Basic","Single",14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,34,2931,0,66,9,0.0921187308085977,"SweetExp","DealsPurc",7.33333333333333,0,"Low",8.03013698630137,0,"1",0.075569570879303,14.2399439943994
"PhD","Married",51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,33,3013,2,1250,19,0.18918021905078,"WineExp","StorePurc",65.7894736842105,0,"Medium",8.25479452054794,0.4,"2",0.551077445864167,41.0828082808281
"2n Cycle","Married",57937,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,38,2510,0,683,20,0.239043824701195,"WineExp","StorePurc",34.15,1,"Medium",6.87671232876712,0,"2",0.0375330565866,26.1876787678768
"Graduation","Divorced",68274,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,41,2649,0,305,13,0.14722536806342,"WineExp","StorePurc",23.4615384615385,1,"High",7.25753424657534,0,"1",0.0201000707728482,14.5572557255726
"Graduation","Together",39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,43,2582,0,50,6,0.069713400464756,"MeatExp","StorePurc",8.33333333333333,1,"Low",7.07397260273973,0,"1",0.00887063356847857,8.53745374537454
"2n Cycle","Divorced",67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,45,3013,0,995,16,0.159309658148025,"WineExp","StorePurc",62.1875,1,"High",8.25479452054794,0,"2",0.183680593827244,36.8912891289129
"PhD","Together",27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,41,2427,0,41,6,0.0741656365883807,"MeatExp","StorePurc",6.83333333333333,1,"Low",6.64931506849315,0,"1",0.0178730697457471,10.8904090409041
"PhD","Together",52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,44,2429,1,77,9,0.111156854672705,"WineExp","DealsPurc",8.55555555555556,1,"Medium",6.65479452054795,0.2,"3",0.0939191891692775,25.1553555355536
"PhD","Single",42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,49,2791,0,131,7,0.0752418487997134,"MeatExp","WebPurc",18.7142857142857,1,"Medium",7.64657534246575,0,"1",0.0790703986309282,21.5123712371237
"Master","Together",46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,44,2426,0,54,5,0.0618301731244848,"WineExp","StorePurc",10.8,1,"Medium",6.64657534246575,0,"1",0.00898304923400144,11.7307530753075
"PhD","Married",16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,44,2881,0,53,12,0.1249566122874,"MeatExp","DealsPurc",4.41666666666667,1,"Low",7.89315068493151,0,"1",0.0633575842808114,23.7733373337334
"Graduation","Single",53700,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,68,3058,0,694,22,0.215827338129496,"WineExp","StorePurc",31.5454545454545,1,"Medium",8.37808219178082,0,"2",0.0424932015009204,21.5071307130713
"Graduation","Married",59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,47,2430,0,96,8,0.0987654320987654,"WineExp","StorePurc",12,1,"Medium",6.65753424657534,0,"3",0.0343126421865425,24.3462546254625
"PhD","Divorced",54237,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,63,2805,0,361,16,0.171122994652406,"WineExp","WebPurc",22.5625,1,"Medium",7.68493150684932,0,"3",0.0815544475343464,26.4351635163516
"Graduation","Divorced",70647,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,53,3023,0,1079,26,0.258021832616606,"WineExp","StorePurc",41.5,1,"High",8.28219178082192,0,"2",0.0876556717829887,29.233403340334
"PhD","Single",52597,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,58,2430,0,578,20,0.246913580246914,"WineExp","StorePurc",28.9,1,"Medium",6.65753424657534,0,"2",0.074264675841306,24.7297329732973
"PhD","Married",40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,45,2635,0,149,13,0.148007590132827,"WineExp","DealsPurc",11.4615384615385,1,"Low",7.21917808219178,0,"1",0.0139585343576944,16.1195919591959
"Graduation","Married",50183,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,40,2381,0,231,17,0.214195716085678,"WineExp","DealsPurc",13.5882352941176,1,"Medium",6.52328767123288,0,"3",0.0330177334850248,25.0620262026203
"Graduation","Together",54753,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,61,2667,0,728,21,0.236220472440945,"MeatExp","StorePurc",34.6666666666667,1,"Medium",7.30684931506849,0,"2",0.0168830823123581,21.7360336033603
"Graduation","Married",33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,47,3002,0,93,10,0.0999333777481679,"WineExp","StorePurc",9.3,1,"Low",8.22465753424657,0,"3",0.042422566204628,22.7871387138714
"Graduation","Together",44010,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,40,3001,0,662,24,0.239920026657781,"MeatExp","WebPurc",27.5833333333333,1,"Medium",8.22191780821918,0,"2",0.0714310282459709,35.8597259725973
"Graduation","Married",84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,32,2524,0,1198,18,0.213946117274168,"WineExp","StorePurc",66.5555555555556,0,"High",6.91506849315068,0,"2",0.0692697385856744,33.2163816381638
"PhD","Together",40706,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,52,2905,0,81,11,0.113597246127367,"WineExp","DealsPurc",7.36363636363636,1,"Medium",7.95890410958904,0,"3",0.0413445202832737,25.1668366836684
"2n Cycle","Married",15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,32,2971,0,92,10,0.10097610232245,"MeatExp","StorePurc",9.2,1,"Low",8.13972602739726,0,"3",0.195937668044396,31.6580058005801
"2n Cycle","Divorced",59052,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,61,2601,0,491,18,0.207612456747405,"WineExp","WebPurc",27.2777777777778,1,"Medium",7.12602739726027,0,"3",0.136319251346109,31.2123412341234
"Master","Together",80573,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,49,3000,0,1564,24,0.24,"WineExp","StorePurc",65.1666666666667,0,"High",8.21917808219178,0,"2",0.024954981987422,28.1254925492549
"Graduation","Married",83715,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,58,2523,0,926,24,0.285374554102259,"MeatExp","StorePurc",38.5833333333333,0,"High",6.91232876712329,0,"2",0.0944524763942425,37.839703970397
"Master","Together",82576,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,61,3074,1,1910,19,0.185426154847105,"WineExp","StorePurc",100.526315789474,0,"High",8.42191780821918,0.2,"2",0.178279355136321,34.7650765076508
"Graduation","Married",35704,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,68,2554,0,94,9,0.105716523101018,"WineExp","StorePurc",10.4444444444444,1,"Low",6.9972602739726,0,"1",0.0305352914713041,17.9263726372637
"Graduation","Together",53103,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,66,2667,1,1085,28,0.31496062992126,"WineExp","WebPurc",38.75,1,"Medium",7.30684931506849,0.2,"2",0.153525086761589,37.5132513251325
"2n Cycle","Widow",46779,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,60,2729,0,23,4,0.0439721509710517,"WineExp","StorePurc",5.75,1,"Medium",7.47671232876712,0,"1",0.0636717327058797,14.8892489248925
"Graduation","Divorced",32583,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,55,2384,0,6,0,0,"WineExp","DealsPurc",0,0,"Low",6.53150684931507,0,"3",0.174897353001939,30.0071207120712
"Master","Divorced",33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,41,2703,0,54,6,0.0665926748057714,"WineExp","StorePurc",9,1,"Low",7.40547945205479,0,"1",0.045920177903252,14.3974197419742
"PhD","Married",65352,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,46,2689,0,405,16,0.1785050204537,"WineExp","StorePurc",25.3125,1,"High",7.36712328767123,0,"3",0.0279060433100851,25.7937793779378
"PhD","Married",82170,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,42,2593,0,1908,19,0.219822599305823,"WineExp","StorePurc",100.421052631579,0,"High",7.1041095890411,0,"2",0.2270910853532,43.1229722972297
"2n Cycle","Single",79689,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,44,2790,0,1315,27,0.290322580645161,"MeatExp","StorePurc",48.7037037037037,0,"High",7.64383561643836,0,"2",0.100441025291162,31.5572557255726
"PhD","Widow",35340,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,64,2377,0,45,7,0.0883466554480438,"WineExp","StorePurc",6.42857142857143,1,"Low",6.51232876712329,0,"3",0.317782749783602,28.3362336233623
"2n Cycle","Married",24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,48,2954,0,19,4,0.04062288422478,"MeatExp","StorePurc",4.75,1,"Low",8.09315068493151,0,"3",0.0701764558800624,22.5040304030403
"Master","Together",42021,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,39,3044,1,573,22,0.216819973718791,"WineExp","WebPurc",26.0454545454545,1,"Medium",8.33972602739726,0.2,"2",0.269251555708022,40.0032603260326
"Graduation","Single",64449,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,31,2508,0,805,24,0.287081339712919,"MeatExp","StorePurc",33.5416666666667,1,"High",6.87123287671233,0,"2",0.0753678584522969,27.1439143914391
"Graduation","Divorced",64587,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,66,2384,0,108,8,0.100671140939597,"WineExp","StorePurc",13.5,1,"High",6.53150684931507,0,"3",0.0389479968752967,17.5928192819282
"Graduation","Together",75437,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,42,2609,1,1493,23,0.264469145266386,"WineExp","StorePurc",64.9130434782609,0,"High",7.14794520547945,0.2,"2",0.353649695874027,46.5631163116312
"Graduation","Married",52845,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,47,2697,1,936,25,0.278086763070078,"WineExp","WebPurc",37.44,1,"Medium",7.38904109589041,0.2,"2",0.487070813610871,46.6966896689669
"Graduation","Divorced",46086,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,64,2615,0,343,16,0.183556405353728,"WineExp","StorePurc",21.4375,1,"Medium",7.16438356164384,0,"3",0.14240531767897,27.1208720872087
"Graduation","Together",22434,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,33,2878,0,58,7,0.0729673384294649,"GoldExp","StorePurc",8.28571428571429,1,"Low",7.88493150684932,0,"3",0.0966626846634346,26.5907190719072
"PhD","Married",36930,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,66,2785,0,297,16,0.172351885098743,"WineExp","DealsPurc",18.5625,1,"Low",7.63013698630137,0,"1",0.0456595286314862,27.5241924192419
"Master","Married",65569,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,67,2978,0,859,23,0.231699126930826,"WineExp","StorePurc",37.3478260869565,1,"High",8.15890410958904,0,"2",0.0117226276735815,20.8645664566457
"PhD","Single",36736,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,57,2792,0,17,4,0.0429799426934097,"WineExp","StorePurc",4.25,1,"Low",7.64931506849315,0,"1",0.0802066815293844,17.4477847784778
"Graduation","Together",77568,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,41,3050,3,2194,21,0.20655737704918,"WineExp","WebPurc",104.47619047619,1,"High",8.35616438356164,0.6,"2",0.937022284727031,55.8630663066307
"PhD","Together",49187,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,44,2546,0,116,8,0.0942655145326002,"WineExp","StorePurc",14.5,1,"Medium",6.97534246575342,0,"1",0.0162649581697641,13.827902790279
"Graduation","Single",30168,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,42,2856,0,279,18,0.189075630252101,"WineExp","DealsPurc",15.5,1,"Low",7.82465753424658,0,"1",0.158942080119231,29.0886888688869
"Master","Together",34053,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,52,3034,0,103,7,0.0692155570204351,"WineExp","WebPurc",14.7142857142857,1,"Low",8.31232876712329,0,"3",0.0912128101283402,29.1693769376938
"Master","Married",38196,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,49,2449,0,44,9,0.110249081257656,"WineExp","StorePurc",4.88888888888889,1,"Low",6.70958904109589,0,"3",0.0695250013046915,25.3990199019902
"Master","Married",59412,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,69,2448,0,406,15,0.183823529411765,"MeatExp","StorePurc",27.0666666666667,0,"Medium",6.70684931506849,0,"1",0.0217997564602938,21.7208920892089
"2n Cycle","Married",70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,55,2460,1,1363,20,0.24390243902439,"WineExp","StorePurc",68.15,0,"High",6.73972602739726,0.2,"2",0.250755214614701,37.9374537453745
"Graduation","Together",54165,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,51,2774,0,236,11,0.118961788031723,"WineExp","StorePurc",21.4545454545455,0,"Medium",7.6,0,"1",0.0127890785300236,14.3238523852385
"Graduation","Married",32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,47,2919,0,39,5,0.0513874614594039,"WineExp","StorePurc",7.8,1,"Low",7.9972602739726,0,"3",0.128430535482968,30.3796179617962
"Graduation","Single",20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,44,2871,0,137,8,0.083594566353187,"FruitExp","StorePurc",17.125,0,"Low",7.86575342465753,0,"3",0.274800651267635,26.2669666966697
"Graduation","Married",34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,47,2387,0,79,10,0.125680770842061,"WineExp","DealsPurc",7.9,1,"Low",6.53972602739726,0,"1",0.0176012286634751,16.6156415641564
"PhD","Together",28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,46,2734,0,63,6,0.0658376005852231,"WineExp","StorePurc",10.5,1,"Low",7.49041095890411,0,"1",0.0146979354842614,13.6505250525053
"Master","Together",33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,54,2382,0,71,6,0.0755667506297229,"WineExp","StorePurc",11.8333333333333,1,"Low",6.52602739726027,0,"1",0.0330309758019599,17.9866186618662
"Graduation","Married",17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,42,2980,0,58,7,0.0704697986577181,"FishExp","DealsPurc",8.28571428571429,1,"Low",8.16438356164384,0,"1",0.0277518165566828,15.6816281628163
"PhD","Married",56320,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,53,2824,0,702,21,0.223087818696884,"WineExp","StorePurc",33.4285714285714,1,"Medium",7.73698630136986,0,"2",0.125109962213867,36.8836283628363
"Basic","Single",15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,33,2893,0,80,7,0.0725890079502247,"GoldExp","DealsPurc",11.4285714285714,1,"Low",7.92602739726027,0,"1",0.0627959863488838,14.027602760276
"PhD","Divorced",32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,62,2709,0,22,5,0.0553709856035437,"WineExp","StorePurc",4.4,1,"Low",7.42191780821918,0,"3",0.283282886894858,26.4469846984698
"2n Cycle","Together",68316,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,56,2979,0,1211,32,0.322255790533736,"WineExp","WebPurc",37.84375,1,"High",8.16164383561644,0,"2",0.0567255898368565,39.2284428442844
"Graduation","Together",68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,51,2381,0,1091,16,0.201595968080638,"WineExp","StorePurc",68.1875,0,"High",6.52328767123288,0,"2",0.154060124046634,37.3082508250825
"2n Cycle","Married",31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,43,2900,0,55,5,0.0517241379310345,"GoldExp","StorePurc",11,1,"Low",7.94520547945205,0,"1",0.0101249223519121,10.7083708370837
"Graduation","Single",28071,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,40,3046,0,313,13,0.128036769533815,"MeatExp","WebPurc",24.0769230769231,0,"Low",8.34520547945205,0,"1",0.120201165690595,23.2569856985699
"PhD","Together",37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,62,2500,0,62,11,0.132,"WineExp","DealsPurc",5.63636363636364,1,"Low",6.84931506849315,0,"3",0.0360102110998749,20.602200220022
"Master","Single",46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,48,2661,0,92,9,0.101465614430665,"WineExp","StorePurc",10.2222222222222,1,"Medium",7.29041095890411,0,"3",0.216602446709219,30.607500750075
"Graduation","Married",47703,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,67,2773,0,655,21,0.227190768121168,"WineExp","StorePurc",31.1904761904762,1,"Medium",7.5972602739726,0,"1",0.0159307429793645,20.5416541654165
"Graduation","Married",61180,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,61,2444,1,704,18,0.220949263502455,"WineExp","StorePurc",39.1111111111111,1,"Medium",6.6958904109589,0.2,"2",0.075737544803707,25.9499749974997
"Graduation","Married",38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,66,2980,0,54,8,0.0805369127516779,"WineExp","DealsPurc",6.75,1,"Low",8.16438356164384,0,"1",0.00916583166316009,13.4782278227823
"Graduation","Single",29760,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,29,3026,0,178,16,0.15862524785195,"WineExp","DealsPurc",11.125,0,"Low",8.29041095890411,0,"1",0.111629811868465,35.1573757375738
"Graduation","Together",76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,58,2414,1,1033,14,0.173985086992544,"MeatExp","CatalogPurc",73.7857142857143,0,"High",6.61369863013699,0.2,"1",0.0452167301078379,22.7074307430743
"Master","Single",33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,55,3001,0,122,10,0.0999666777740753,"WineExp","StorePurc",12.2,1,"Low",8.22191780821918,0,"3",0.33965975137615,32.5117911791179
"Master","Married",33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,54,2654,0,122,7,0.0791258477769405,"MeatExp","StorePurc",17.4285714285714,1,"Low",7.27123287671233,0,"1",0.0125543832074704,9.76431643164316
"PhD","Married",77037,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,60,2636,0,1123,27,0.307283763277694,"WineExp","StorePurc",41.5925925925926,1,"High",7.22191780821918,0,"2",0.143064946695843,43.5617161716172
"Graduation","Married",44529,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,54,2736,1,691,25,0.274122807017544,"WineExp","StorePurc",27.64,1,"Medium",7.4958904109589,0.2,"2",0.0644488860306976,25.3722572257226
"PhD","Together",28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,54,2401,1,12,4,0.0499791753436068,"WineExp","StorePurc",3,1,"Low",6.57808219178082,0.2,"3",0.261079789501428,30.0142414241424
"PhD","Married",69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,71,2875,0,2440,25,0.260869565217391,"WineExp","StorePurc",97.6,0,"High",7.87671232876712,0,"2",0.112814042286065,39.1247124712471
"Master","Married",27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,37,2827,0,37,5,0.0530597806862398,"MeatExp","StorePurc",7.4,1,"Low",7.74520547945205,0,"1",0.0298266583278916,16.636503650365
"Graduation","Single",70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,35,3009,0,968,21,0.209371884346959,"MeatExp","StorePurc",46.0952380952381,0,"High",8.24383561643836,0,"2",0.0775541497438583,25.4754075407541
"Graduation","Married",42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,46,3046,0,270,15,0.147734734077479,"WineExp","WebPurc",18,1,"Medium",8.34520547945205,0,"1",0.0104908783980495,17.1588158815882
"PhD","Married",53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,69,2701,0,278,12,0.133283968900407,"WineExp","WebPurc",23.1666666666667,0,"Medium",7.4,0,"3",0.0416244578219631,28.1918791879188
