"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp"
"PhD","Married",31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2961,0,125
"Master","Divorced",52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2785,0,332
"Graduation","Single",48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2564,0,135
"Graduation","Married",46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2965,0,330
"Graduation","Single",86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,3067,0,1722
"Graduation","Together",46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2443,0,78
"Basic","Single",16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2910,0,24
"Master","Married",67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,69,2907,1,957
"Graduation","Single",25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2639,0,15
"Graduation","Married",42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2399,0,57
"Graduation","Together",85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,44,2971,1,1956
"2n Cycle","Together",49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2413,0,326
"PhD","Married",36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,3070,0,77
"Graduation","Married",49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2889,0,315
"Graduation","Married",37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2891,0,74
"2n Cycle","Divorced",21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2426,0,46
"PhD","Single",33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2693,0,86
"Graduation","Widow",63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2613,0,1103
"Master","Together",21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2536,0,61
"Graduation","Together",54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,3030,0,684
"PhD","Married",57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2606,0,411
"PhD","Widow",57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2735,0,1060
"Graduation","Together",68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,56,3046,0,1459
"Graduation","Married",26816,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,41,3046,0,18
"Master","Married",54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,60,2464,0,237
"PhD","Single",23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,57,2409,0,48
"Graduation","Together",56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,46,2948,0,1020
"Graduation","Married",79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,59,2408,0,1370
"Graduation","Married",57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,69,2852,0,1026
"Graduation","Married",44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,55,2475,0,301
"Graduation","Married",59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,55,2994,1,499
"Graduation","Together",80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,26,3053,0,1004
"PhD","Married",40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,46,2636,0,218
"Graduation","Married",62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48,2779,0,606
"2n Cycle","Married",48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,52,2736,0,75
"Graduation","Together",35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,52,3053,0,106
"Graduation","Married",77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,72,2773,0,990
"Graduation","Single",81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,51,2535,0,1097
"Basic","Married",14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,24,2509,1,16
"PhD","Married",74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,30,3049,0,1711
"Master","Married",66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,63,2545,1,438
"Basic","Together",23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,41,2914,0,75
"Master","Married",47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,60,2605,0,225
"Master","Married",33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,2980,0,18
"Graduation","Married",54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,39,2785,0,470
"Graduation","Divorced",28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,39,2819,0,91
"Graduation","Together",48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,70,2909,0,504
"Graduation","Married",43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,63,2917,0,235
"Basic","Single",15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,62,2799,0,88
"Graduation","Single",26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2429,0,17
"Graduation","Single",22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,35,2708,0,24
"Graduation","Married",44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,55,2688,0,60
"PhD","Single",62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,68,2685,1,1020
"PhD","Together",31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,58,2947,0,155
"2n Cycle","Married",45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,46,2499,0,51
"Graduation","Divorced",58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,60,2447,0,96
"Graduation","Single",62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,68,2509,0,160
"Master","Married",43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51,2810,0,139
"Master","Married",70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,51,2832,1,1161
"PhD","Married",78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,48,2462,0,988
"2n Cycle","Widow",59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59,3035,0,1072
"Graduation","Married",58113,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,61,2897,0,758
"Master","Married",51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,62,2557,0,195
"Master","Together",66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,63,2693,0,1084
"Master","Married",50965,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,64,2871,1,685
"Graduation","Married",18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,30,2620,0,43
"PhD","Together",40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,63,2510,1,49
"Graduation","Together",36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,55,2780,0,133
"Graduation","Together",42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,63,2637,1,363
"Graduation","Together",65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,65,2817,0,545
"Graduation","Together",77044,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,48,2622,1,1065
"Graduation","Together",74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,51,2851,1,2047
"Graduation","Married",56721,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,48,2983,0,296
"Graduation","Single",61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,55,2724,0,530
"PhD","Together",33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,57,3067,0,152
"Graduation","Single",34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,57,2903,0,114
"Basic","Single",13724,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,34,3053,0,101
"Graduation","Married",26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2657,0,25
"2n Cycle","Divorced",77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,63,2896,1,789
"Graduation","Married",40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,39,2711,1,87
"PhD","Widow",33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,62,2657,0,90
"PhD","Married",75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,61,2804,0,1215
"PhD","Single",61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,65,2637,1,811
"Master","Married",54730,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,45,2695,0,405
"Master","Married",38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2468,0,72
"Graduation","Divorced",44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,49,2876,0,189
"PhD","Together",38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,34,2742,0,40
"Graduation","Divorced",41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,42,2517,0,63
"Graduation","Together",28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,37,2842,0,52
"PhD","Together",37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,44,2435,0,39
"Graduation","Married",64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,49,2411,0,805
"Master","Together",55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,64,2450,0,130
"Graduation","Together",84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,48,2645,3,1631
"Graduation","Single",44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,68,2589,0,152
"Basic","Single",25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2539,0,21
"PhD","Married",59062,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,53,2646,0,71
"Graduation","Single",76624,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,58,2413,1,899
"Master","Together",66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,73,2447,0,711
"PhD","Together",27683,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,42,3071,0,351
"Graduation","Divorced",34587,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,49,2419,0,8
"Basic","Single",23616,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,28,2950,0,119
"Graduation","Together",40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,52,2827,0,21
"PhD","Together",20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,2474,0,10
"Graduation","Married",65106,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,45,2413,1,973
"Graduation","Married",67433,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,68,2725,1,992
"Graduation","Married",74716,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,48,2667,0,860
"Graduation","Married",74190,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,45,2425,0,641
"Graduation","Married",39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,44,2479,1,23
"Graduation","Together",76653,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,51,2694,2,2279
"Master","Together",73450,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,38,2583,2,1804
"Graduation","Married",31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,60,2735,0,48
"Graduation","Together",19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,50,2883,0,84
"PhD","Married",45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,72,2690,0,183
"2n Cycle","Single",85485,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,62,2385,0,1383
"Graduation","Married",55956,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,76,2460,1,999
"Master","Single",64191,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,57,2900,0,825
"Master","Married",57183,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,54,2844,0,610
"Master","Divorced",23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,52,2962,0,76
"Graduation","Married",66303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,49,2865,1,1286
"Master","Married",37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,45,2572,1,30
"Graduation","Married",40800,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,56,2921,0,99
"Graduation","Divorced",71847,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,42,3023,1,1192
"Graduation","Married",46149,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,45,2589,0,362
"PhD","Married",37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,63,3024,0,38
"Master","Together",39767,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,69,2720,0,485
"Basic","Married",26997,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,69,2978,0,434
"Graduation","Divorced",33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,50,2849,0,44
"2n Cycle","Married",46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,51,2763,0,78
"Graduation","Married",52531,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,49,2923,0,794
"Graduation","Married",15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,64,2674,0,17
"2n Cycle","Married",43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,47,2480,0,76
"PhD","Single",42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,43,2581,0,15
"PhD","Single",48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,57,2455,0,62
"Master","Together",60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,66,2469,0,198
"PhD","Together",34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,42,2624,0,49
"Graduation","Together",57811,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,54,2747,1,802
"Graduation","Single",32300,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,42,2926,0,57
"Master","Together",157733,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,49,2767,0,59
"2n Cycle","Married",23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,35,2508,0,37
"Graduation","Divorced",44267,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,50,2866,0,310
"Graduation","Married",71626,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,41,2982,1,1305
"Graduation","Together",60894,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,54,2743,0,832
"Graduation","Together",50200,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,44,2829,0,401
"PhD","Married",81051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,55,2414,2,1501
"Graduation","Together",59868,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,48,2719,0,1194
"PhD","Married",65695,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,60,2526,0,656
"Master","Single",64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,64,2960,0,1540
"Master","Together",45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,55,2684,0,311
"2n Cycle","Together",74805,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,65,2612,0,820
"2n Cycle","Married",59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,31,2546,0,274
"PhD","Single",27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,58,2812,0,57
"Graduation","Together",47009,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,55,2648,0,448
"2n Cycle","Married",46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,47,2396,0,44
"Graduation","Together",37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,36,2525,0,61
"Master","Married",81843,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,60,2810,0,1643
"Master","Together",46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,62,2765,0,397
"Graduation","Together",77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,52,2550,1,1121
"Basic","Married",18393,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,46,2469,0,50
"Master","Married",72828,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,58,2877,0,1678
"Graduation","Married",24711,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,38,2449,0,58
"PhD","Married",45503,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,45,2654,0,170
"Master","Single",36262,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,38,2576,0,373
"Graduation","Married",27244,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,41,2491,0,101
"Graduation","Married",71434,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,58,2661,2,1400
"Graduation","Single",90842,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,72,2712,0,1424
"Graduation","Married",51948,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,45,2662,0,311
"Graduation","Together",71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,38,2794,0,1149
"Master","Married",35876,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,37,2447,0,129
"Graduation","Widow",40049,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,68,2633,0,32
"Graduation","Together",50127,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,58,2408,1,320
"Master","Married",43263,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,43,2962,0,441
"Graduation","Married",18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,30,2875,0,85
"Basic","Single",24367,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,38,2843,0,24
"2n Cycle","Married",26887,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,61,2881,0,30
"Graduation","Together",62061,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,44,2679,1,800
"PhD","Together",76542,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,64,2833,0,1483
"Graduation","Together",18227,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,33,2975,0,28
"Graduation","Married",69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,55,2530,0,227
"Graduation","Single",69627,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,58,2846,0,861
"Graduation","Married",38136,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,42,2810,1,103
"PhD","Single",62159,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,74,2439,0,634
"Graduation","Single",80695,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,57,2559,0,1918
"Master","Single",33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,49,2645,0,131
"Graduation","Together",58554,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,52,3018,0,586
"Basic","Married",17256,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,28,2595,1,62
"Graduation","Divorced",53034,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,46,2772,0,447
"2n Cycle","Together",52203,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,70,3075,0,939
"2n Cycle","Divorced",59601,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,43,2716,1,797
"Graduation","Single",47025,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,44,2611,0,415
"Graduation","Married",37971,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,47,2593,0,30
"Graduation","Married",67267,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,62,2424,0,251
"Graduation","Single",57338,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,45,2438,0,237
"2n Cycle","Together",50523,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,60,2563,0,91
"PhD","Married",56242,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,51,2860,0,971
"Graduation","Single",48904,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,60,2951,0,371
"Graduation","Single",56243,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,45,2558,0,396
"Master","Together",57420,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,49,2746,1,322
"Master","Together",47743,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,50,2831,0,317
"Master","Divorced",46390,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,65,2432,0,222
"2n Cycle","Together",54342,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,64,2738,0,177
"Graduation","Together",42033,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,62,3041,0,45
"2n Cycle","Single",29478,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,56,2545,0,21
"Graduation","Married",20895,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,47,3008,0,45
"Graduation","Married",92344,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,72,2542,2,1899
"PhD","Together",38887,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,48,2496,0,42
"Graduation","Together",44964,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,40,2937,0,41
"Master","Married",53761,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,48,2638,0,325
"Graduation","Together",22682,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,47,2646,0,95
"2n Cycle","Single",41658,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,45,2974,0,72
"PhD","Married",29791,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,48,2422,0,20
"Master","Married",63915,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,64,2711,0,789
"Graduation","Divorced",39996,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,46,2415,0,15
"Graduation","Divorced",26759,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,48,2519,0,59
"PhD","Married",51039,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,51,2943,0,417
"Graduation","Married",60544,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,59,3050,0,289
"Graduation","Married",37716,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,67,2446,0,188
"Master","Married",44511,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,50,3002,0,727
"PhD","Married",36947,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,53,3068,0,146
"Master","Married",67087,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,67,2571,0,794
